"Marca temporal","¿Qué grupo te envió la encuesta?","1. Sexo","2. ¿Cuál es tu peso actual (kg)? ","3. ¿Cuál es tu estatura en metros? ","4. Edad en años cumplidos","5. Carrera universitaria","6. Ciclo académico","7. ¿En cuántos cursos te encuentras matriculado actualmente?","8. Considerando los últimos 7 días, ¿Cuántas horas en total a la semana dedicaste a realizar actividad física (deporte, gimnasio, caminatas intensas, etc.)?","9. ¿Cuántas horas al día en promedio dedico al estudio (de lunes a viernes) sin contar las horas de clases?","10. ¿Cuál de las siguientes opciones describe mejor tu alimentación actual?","11. ¿Cuántas comidas principales (ej. desayuno, almuerzo, cena) consumes habitualmente en un día?","12. ¿Cuántas veces a la semana consumes comidas rápidas con alto contenido calórico y grasas (pizzas, hamburguesas, papas fritas, pollo frito, hot dogs, tacos)?","13. ¿Cuántos días a la semana preparas tu propia comida en casa para traerla a la universidad? (donde 0 = ningún día, 6= de lunes a sábado)","14. ¿Cuántos días a la semana realizas actividad física? (0 = ningún día , 7 = todos los días (de lunes a domingo)","15. ¿Cómo calificarías tu nivel de actividad física semanal?","16. ¿Cómo calificarías la calidad de tu sueño en general?  ","17. ¿Cuántas horas duermes en promedio por noche?  Considerar desde el momento que se recuestan y dejan de usar los dispositivos móviles hasta que se despiertan.","18. ¿Cuántas veces al mes consumes alcohol?  ( 0 = ninguna vez, 1, 2, 3, … ) ","19. ¿Qué cantidad de desayuno consumes habitualmente?","20. ¿Cuántos días a la semana consumes bebidas energéticas? (0 = ningún día de la semana, 1, 2, …, 7)","21. Cuando consumes bebidas energéticas, ¿cuántas unidades tomas por día?","22. ¿Cómo calificarías tu nivel de consumo de café o bebidas energizantes para estudiar?","23. ¿Cuál es tu percepción del nivel de estrés?","24. ¿Cuántos litros de agua pura en promedio consumes al día? Ejemplo 1.5","25. ¿Qué actividades consideras te ayudan a disminuir el nivel de estrés?","26. ¿Cuál es el motivo principal por el que realizas actividad física?","27. Qué tipo de actividad física realizas con mayor frecuencia durante el ciclo académico 2026-I?","28. ¿Cómo percibes tu estado de salud general?  ","29. ¿Padeces alguna enfermedad crónica (diabetes, asma, etc.)?  ","30. ¿Aproximadamente cuántos soles gastas en promedio al mes en productos que consideras saludables?","31. ¿Con qué frecuencia se siente con energía para realizar sus actividades diarias?","32. ¿Considera que sus hábitos de alimentación influyen en su estado de salud?","33. ¿Considera que dormir pocas horas afecta su bienestar físico y mental?","34. ¿Con qué frecuencia se siente emocionalmente bien?"
"2026/04/29 10:51:28 a. m. GMT-5","8","Masculino","85","1.75","19","Ingeniería, Tecnología y Construcción.","3","6","2","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","4","0","4","Regular","Muy mala","4","0","4","2","1","1","4","3","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","100","A veces","Bastante","Bastante","A veces"
"2026/04/29 11:10:00 a. m. GMT-5","8","Masculino","55","1.65","19","Administración, Negocios y Contabilidad.","3","4","8.5","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","6","Alto","Regular","6","0","3","0","1","0","3","1","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","Sí","10","Frecuentemente","Regular","Bastante","Frecuentemente"
"2026/04/29 11:27:10 a. m. GMT-5","8","Masculino","91","1.94","21","Administración, Negocios y Contabilidad.","4","8","21 ","9","Omnívora: Consume alimentos de origen animal y vegetal.","5","2","6","7","Muy alto","Regular","7","1","4","0","0","0","1","3","Realizar actividad física","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Buena","No","450","Siempre","Bastante","Bastante","Frecuentemente"
"2026/04/29 11:37:27 a. m. GMT-5","2","Masculino","120","1.80","21","Ingeniería, Tecnología y Construcción.","8","7","1","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","4","0","0","Muy bajo","Regular","7","0","4","0","0","3","4","3","Jugar videojuegos","Reducción de estrés y ansiedad","No realizo actividad física.","Mala","No","0","A veces","Bastante","Bastante","A veces"
"2026/04/29 11:40:24 a. m. GMT-5","2","Femenino","85","1.58","22","Ingeniería, Tecnología y Construcción.","8","6","1","6","Omnívora: Consume alimentos de origen animal y vegetal.","2","3","1","1","Bajo","Regular","6","0","2","0","0","3","4","2","Salir a pasear o conversar con mis amigos","Salud general y recomendación médica.","No realizo actividad física.","Regular","No","0","A veces","Regular","Regular","A veces"
"2026/04/29 11:49:03 a. m. GMT-5","2","Masculino","74","1.75","19","Ingeniería, Tecnología y Construcción.","4","5","5","3","Omnívora: Consume alimentos de origen animal y vegetal.","2","2","0","4","Regular","Regular","6","1","1","2","2","1","3","4","Jugar videojuegos","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Regular","No","40","A veces","Regular","Regular","A veces"
"2026/04/29 2:02:36 p. m. GMT-5","2","Masculino","73","1.78","19","Ingeniería, Tecnología y Construcción.","3","5","5","7","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","5","Regular","Mala","5","0","1","0","0","4","2","1","Jugar videojuegos","Reducción de estrés y ansiedad","Aeróbica (correr, nadar, bicicleta).","Buena","No","0","Frecuentemente","Poco","Regular","Frecuentemente"
"2026/04/29 2:09:01 p. m. GMT-5","8","Masculino","73","1.70","20","Ingeniería, Tecnología y Construcción.","5","5","10","6","Omnívora: Consume alimentos de origen animal y vegetal.","2","2","0","5","Alto","Buena","6","1","2","0","0","1","3","3","Realizar actividad física","Mejora del rendimiento físico / Estética.","Mixta.","Buena","No","30","Frecuentemente","Poco","Regular","A veces"
"2026/04/29 2:12:38 p. m. GMT-5","8","Masculino","140","1.81","19","Ingeniería, Tecnología y Construcción.","5","5","6","2.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","5","4","Alto","Regular","6","1","3","1","1","1","3","2","Jugar videojuegos","Salud general y recomendación médica.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","20","Frecuentemente","Regular","Bastante","Rara vez"
"2026/04/29 2:30:43 p. m. GMT-5","8","Femenino","55","1.60","19","Ingeniería, Tecnología y Construcción.","5","5","2","10","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","2","2","Regular","Regular","5","1","3","1","1","3","4","1","Otros motivos","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Regular","No","50","Frecuentemente","Bastante","Bastante","A veces"
"2026/04/29 3:16:27 p. m. GMT-5","2","Masculino","95","1.80","18","Ingeniería, Tecnología y Construcción.","3","5","8","13","Omnívora: Consume alimentos de origen animal y vegetal.","3","1.00000","4","4","Alto","Regular","6 ","1","1","3","1","0","2","2","Realizar actividad física","Mejora del rendimiento físico / Estética.","Mixta.","Buena","No","0","Frecuentemente","Bastante","Bastante","A veces"
"2026/04/29 3:18:31 p. m. GMT-5","2","Masculino","90","1.82","18","Ingeniería, Tecnología y Construcción.","3","7","10","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","4","5","Regular","Regular","5","2","3","1","1","2","2","4","Realizar actividad física","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Buena","No","50","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/29 3:39:23 p. m. GMT-5","2","Masculino","74","1.71","18","Ingeniería, Tecnología y Construcción.","3","5","1","6","Omnívora: Consume alimentos de origen animal y vegetal.","3","4","0","0","Muy bajo","Mala","5","0","4","0","1","0","3","2","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","No realizo actividad física.","Muy mala","Sí","20","A veces","Bastante","Poco","Frecuentemente"
"2026/04/29 4:01:24 p. m. GMT-5","2","Masculino","64","1.61","25","Ingeniería, Tecnología y Construcción.","4","5","4","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","3","2","Bajo","Muy mala","6","0","3","0","0","0","3","1","Realizar actividad física","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Regular","No","0","A veces","Regular","Bastante","A veces"
"2026/04/29 4:03:17 p. m. GMT-5","2","Femenino","50","1.55","19","Ingeniería, Tecnología y Construcción.","5","5","1","11.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","4","2","0","Muy bajo","Regular","5","0","2","0","0","0","3","1.2","Salir a pasear o conversar con mis amigos","Salud general y recomendación médica.","Aeróbica (correr, nadar, bicicleta).","Buena","No","100","Frecuentemente","Bastante","Bastante","A veces"
"2026/04/29 4:11:18 p. m. GMT-5","2","Masculino","64","1.7","14","Ingeniería, Tecnología y Construcción.","1","5","6.3","7","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","3","6","Alto","Muy buena","7","0","3","3","1","1","3","2","Realizar actividad física","Mejora del rendimiento físico / Estética.","Mixta.","Muy buena","No","30","Siempre","Bastante","Bastante","Frecuentemente"
"2026/04/29 4:23:21 p. m. GMT-5","2","Masculino","64","1.73","17","Ingeniería, Tecnología y Construcción.","1","1","6","14","Omnívora: Consume alimentos de origen animal y vegetal.","1","1","5","5","Regular","Buena","7","0","2","0","0","2","3","2","Realizar actividad física","Mejora del rendimiento físico / Estética.","Mixta.","Regular","No","5","Frecuentemente","Regular","Poco","A veces"
"2026/04/29 4:31:14 p. m. GMT-5","8","Masculino","65","1.65","20","Ingeniería, Tecnología y Construcción.","5","4","14","1.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","4","5","Alto","Buena","8","1","3","2","1","2","2","3.5","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","30","Frecuentemente","Regular","Bastante","Siempre"
"2026/04/29 4:32:07 p. m. GMT-5","8","Masculino","55","1.75","19","Ciencias Exactas y Ambientales.","4","4","4","6","Crudista: Consiste en consumir alimentos crudos o cocinados a bajas temperaturas, generalmente orgánicos.","4","2","5","3","Alto","Regular","6","2","3","1","3","4","2","3","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","15","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/29 4:32:18 p. m. GMT-5","8","Masculino","63","1.70","19","Ingeniería, Tecnología y Construcción.","5","6","7.5","11","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","3","5","Alto","Regular","7","1","3","1","1","1","3","3","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","70","Frecuentemente","Poco","Bastante","Frecuentemente"
"2026/04/29 4:32:44 p. m. GMT-5","8","Femenino","72","1.60","19","Ingeniería, Tecnología y Construcción.","5","4","9","4.5","Omnívora: Consume alimentos de origen animal y vegetal.","5","10","3","5","Regular","Mala","5","1","1","0","0","2","2","1.5","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Mixta.","Regular","No","10","Frecuentemente","Regular","Poco","Frecuentemente"
"2026/04/29 4:33:30 p. m. GMT-5","2","Masculino","20 ","1.10 ","14","Administración, Negocios y Contabilidad.","1","1","1.","1.5","Crudista: Consiste en consumir alimentos crudos o cocinados a bajas temperaturas, generalmente orgánicos.","3","1","0","0","Alto","Muy buena","5","0","0","0","0","0","0","8","Realizar actividad física","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Muy mala","Sí","2","Nunca","Nunca","Muy poco","Frecuentemente"
"2026/04/29 4:46:43 p. m. GMT-5","8","Masculino","80","1.76","17","Ingeniería, Tecnología y Construcción.","3","7","8.5","6","Omnívora: Consume alimentos de origen animal y vegetal.","7","4","0","0","Muy bajo","Muy mala","3","9","0","7","6 moster","3","3","1.0","Otros motivos","Reducción de estrés y ansiedad","No realizo actividad física.","Muy mala","No","100 ","A veces","Regular","Muy poco","Frecuentemente"
"2026/04/29 4:46:55 p. m. GMT-5","8","Masculino","86","1.75","19","Ingeniería, Tecnología y Construcción.","3","7","8","12","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","0","4","Regular","Regular","6","0","2","0","0","0","3","2.5","Realizar actividad física","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Buena","No","0","Frecuentemente","Regular","Bastante","Frecuentemente"
"2026/04/29 4:49:37 p. m. GMT-5","8","Masculino","75","1.69","18","Ingeniería, Tecnología y Construcción.","3","6","6","7","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","5","3","Regular","Regular","7","0","0","0","0","0","1","3","Realizar actividad física","Salud general y recomendación médica.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","150","A veces","Muy poco","Regular","A veces"
"2026/04/29 5:00:51 p. m. GMT-5","8","Masculino","120","1","22","Ciencias Sociales y Derecho.","9","7","1","2","Vegetariana: Excluye carne y pescado.","8","8","7","7","Muy alto","Muy buena","0","9","2","0","3","2","2","6","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Muy buena","Sí","100","Rara vez","Muy poco","Poco","Frecuentemente"
"2026/04/29 5:02:16 p. m. GMT-5","8","Masculino","78","1.72","20","Ingeniería, Tecnología y Construcción.","5","6","2","2","Omnívora: Consume alimentos de origen animal y vegetal.","4","1","3","2","Regular","Buena","8","4","3","2","1","2","1","1","Jugar videojuegos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Buena","No","200","Frecuentemente","Regular","Bastante","Frecuentemente"
"2026/04/29 5:05:25 p. m. GMT-5","8","Masculino","70","1.7","19","Ingeniería, Tecnología y Construcción.","3","5","5","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","3","5","Alto","Regular","6","1","2","2","1","0","1","3","Realizar actividad física","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Buena","No","20","Frecuentemente","Poco","Poco","Frecuentemente"
"2026/04/29 5:09:07 p. m. GMT-5","8","Masculino","73","1.84","22","Ingeniería, Tecnología y Construcción.","8","4","7","2","Omnívora: Consume alimentos de origen animal y vegetal.","2","4","0","5","Bajo","Muy mala","4","12","2","2","1","3","3","1","Otros motivos","Reducción de estrés y ansiedad","Mixta.","Mala","No","0","A veces","Regular","Regular","Rara vez"
"2026/04/29 5:10:46 p. m. GMT-5","8","Masculino","90","1.8","19","Ingeniería, Tecnología y Construcción.","5","5","2","8","Omnívora: Consume alimentos de origen animal y vegetal.","1","2","0","1","Bajo","Muy mala","3","4","1","4","2","4","4","1.5","Jugar videojuegos","Reducción de estrés y ansiedad","Aeróbica (correr, nadar, bicicleta).","Mala","No","0","Rara vez","Regular","Bastante","Nunca"
"2026/04/29 5:11:16 p. m. GMT-5","8","Masculino","78","1.71","19","Ingeniería, Tecnología y Construcción.","4","5","6 ","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","4","7","Alto","Mala","5","1","3","2","2","0","4","3","Otros motivos","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","200","Frecuentemente","Regular","Regular","A veces"
"2026/04/29 5:12:48 p. m. GMT-5","8","Masculino","51","1.69","18","Ingeniería, Tecnología y Construcción.","5","4","1","10","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","0","0","Muy bajo","Regular","6","0","3","0","0","0","3","1","Jugar videojuegos","Reducción de estrés y ansiedad","No realizo actividad física.","Mala","No","50","A veces","Bastante","Bastante","A veces"
"2026/04/29 5:21:21 p. m. GMT-5","8","Masculino","60","1.55","23","Ingeniería, Tecnología y Construcción.","6","4","7","3","Omnívora: Consume alimentos de origen animal y vegetal.","2","2","2","7","Alto","Regular","7","0","3","0","0","0","3","1.5","Realizar actividad física","Reducción de estrés y ansiedad","Aeróbica (correr, nadar, bicicleta).","Muy buena","No","70","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/29 5:31:56 p. m. GMT-5","2","Femenino","50","1.58","17","Ciencias Sociales y Derecho.","1","1","1","10","Omnívora: Consume alimentos de origen animal y vegetal.","1","1","6","2","Regular","Mala","6","0","1","0","0","0","3","1","Dormir más horas que lo habitual","Salud general y recomendación médica.","Deportes colectivos (futbol, basket, vóley).","Buena","No","20","A veces","Poco","Poco","Frecuentemente"
"2026/04/29 5:35:41 p. m. GMT-5","8","Masculino","85","1.73","21","Ingeniería, Tecnología y Construcción.","9","4","5","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","3","5","Regular","Buena","7","2","3","0","0","0","1","2","Realizar actividad física","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","7","Frecuentemente","Regular","Bastante","Frecuentemente"
"2026/04/29 5:35:47 p. m. GMT-5","8","Masculino","85","1.8","22","Ingeniería, Tecnología y Construcción.","10","5","4","10","Vegana: Dieta estricta basada exclusivamente en alimentos de origen vegetal, excluyendo cualquier producto animal.","2","4","2","5","Regular","Regular","6","2","2","4","2","2","3","2","Dormir más horas que lo habitual","Reducción de estrés y ansiedad","Aeróbica (correr, nadar, bicicleta).","Regular","Sí","60","Rara vez","Poco","Muy poco","A veces"
"2026/04/29 5:44:25 p. m. GMT-5","8","Masculino","64","1.65","19","Ciencias de la Salud.","3","4","4.5","14","Omnívora: Consume alimentos de origen animal y vegetal.","4","2","4","3","Regular","Muy mala","5","0","3","6","1","4","3","3","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Buena","No","5 ","A veces","Bastante","Bastante","Siempre"
"2026/04/29 5:51:05 p. m. GMT-5","8","Masculino","53","1.73","20","Ingeniería, Tecnología y Construcción.","7","6","1","5","Vegetariana: Excluye carne y pescado.","3","1","6","0","Muy bajo","Buena","7","0","3","0","0","0","2","2","Salir a pasear o conversar con mis amigos","Salud general y recomendación médica.","Deportes colectivos (futbol, basket, vóley).","Muy buena","No","0","Siempre","Bastante","Bastante","Frecuentemente"
"2026/04/29 5:55:26 p. m. GMT-5","8","Femenino","61","1.60","20","Ingeniería, Tecnología y Construcción.","7","7","1","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","4","1","Muy bajo","Regular","6","0","2","0","0","0","4","1","Dormir más horas que lo habitual","Recreación y socialización con amigos.","Anaeróbica (pesas, entrenamiento de fuerza).","Mala","No","20","A veces","Poco","Poco","Rara vez"
"2026/04/29 5:56:35 p. m. GMT-5","8","Masculino","55","1.62","25","Ingeniería, Tecnología y Construcción.","5","6","2","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","5","5","Regular","Regular","5","0","4","0","0","4","4","2","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Regular","No","29","A veces","Regular","Regular","Frecuentemente"
"2026/04/29 5:56:57 p. m. GMT-5","8","Masculino","72","1.70","21","Ingeniería, Tecnología y Construcción.","4","5","2","2","Vegetariana: Excluye carne y pescado.","3","1","0","2","Regular","Regular","6","1","1","1","0","2","1","1.5","Jugar videojuegos","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Regular","No","10","Rara vez","Poco","Muy poco","A veces"
"2026/04/29 5:57:46 p. m. GMT-5","8","Masculino","85","1.75","21","Ingeniería, Tecnología y Construcción.","1","6","2","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","0","2","Bajo","Regular","7","1","3","2","2","2","2","2","Jugar videojuegos","Reducción de estrés y ansiedad","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","25","A veces","Regular","Bastante","A veces"
